통제군,처치군,이벤트 시점,증가&감소여부,퍼센트
금남시장,건대입구,202306,증가,24.92
금남시장,건대입구,202307,증가,27.26
금남시장,건대입구,202308,증가,29.77
금남시장,건대입구,202309,증가,34.33
금남시장,건대입구,202310,증가,40.11
금남시장,건대입구,202311,증가,44.19
금남시장,건대입구,202312,증가,48.08
금남시장,건대입구,202401,증가,51.77
금남시장,건대입구,202402,증가,38.26
금남시장,건대입구,202403,증가,33.4
금남시장,건대입구,202404,증가,29.08
금남시장,건대입구,202405,증가,26.68
금남시장,건대입구,202406,증가,25.29
금남시장,건대입구,202407,증가,23.34
답십리,건대입구,202306,증가,16.97
답십리,건대입구,202307,증가,18.12
답십리,건대입구,202308,증가,20.42
답십리,건대입구,202309,증가,24.43
답십리,건대입구,202310,증가,28.04
답십리,건대입구,202311,증가,33.72
답십리,건대입구,202312,증가,38.35
답십리,건대입구,202401,증가,43.33
답십리,건대입구,202402,증가,31.63
답십리,건대입구,202403,증가,28.14
답십리,건대입구,202404,증가,26.04
답십리,건대입구,202405,증가,24.74
답십리,건대입구,202406,증가,24.26
답십리,건대입구,202407,증가,22.94
동대문역사문화공원역,건대입구,202402,증가,33.33
동대문역사문화공원역,건대입구,202403,증가,27.25
뚝섬,건대입구,202306,증가,32.71
뚝섬,건대입구,202307,증가,33.52
뚝섬,건대입구,202308,증가,33.13
뚝섬,건대입구,202309,증가,36.17
뚝섬,건대입구,202310,증가,39.35
뚝섬,건대입구,202311,증가,43.75
뚝섬,건대입구,202312,증가,49.08
뚝섬,건대입구,202401,증가,52.77
뚝섬,건대입구,202402,증가,39.87
뚝섬,건대입구,202403,증가,34.31
뚝섬,건대입구,202404,증가,30.97
뚝섬,건대입구,202405,증가,33.46
뚝섬,건대입구,202406,증가,32.07
뚝섬,건대입구,202407,증가,30.58
마장동,건대입구,202306,증가,42.44
마장동,건대입구,202307,증가,38.02
마장동,건대입구,202308,증가,38.8
마장동,건대입구,202309,증가,41.42
마장동,건대입구,202310,증가,57.1
마장동,건대입구,202311,증가,62.24
마장동,건대입구,202312,증가,63.56
마장동,건대입구,202401,증가,68.01
마장동,건대입구,202402,증가,56.67
마장동,건대입구,202403,증가,54.94
마장동,건대입구,202404,증가,49.86
마장동,건대입구,202405,증가,44.92
마장동,건대입구,202406,증가,40.6
마장동,건대입구,202407,증가,35.15
미아사거리,건대입구,202403,감소,21.56
미아사거리,건대입구,202404,감소,21.69
미아사거리,건대입구,202405,감소,16.64
미아사거리,건대입구,202406,감소,13.2
미아사거리,건대입구,202407,감소,13.42
방배역,건대입구,202306,증가,20.73
방배역,건대입구,202307,증가,21.37
방배역,건대입구,202308,증가,24.11
방배역,건대입구,202402,증가,30.95
방배역,건대입구,202403,증가,24.68
서면역,건대입구,202306,증가,109.7
서면역,건대입구,202307,증가,106.24
서면역,건대입구,202308,증가,108.82
서면역,건대입구,202309,증가,111.77
서면역,건대입구,202312,증가,115.32
서면역,건대입구,202401,증가,130.93
서면역,건대입구,202402,증가,131.73
서면역,건대입구,202403,증가,141.52
서면역,건대입구,202404,증가,148.64
성수,건대입구,202306,증가,27.71
성수,건대입구,202307,증가,28.33
성수,건대입구,202308,증가,30.23
성수,건대입구,202309,증가,32.84
성수,건대입구,202310,증가,35.97
성수,건대입구,202311,증가,39.84
성수,건대입구,202312,증가,44
성수,건대입구,202401,증가,48.72
성수,건대입구,202402,증가,36.1
성수,건대입구,202403,증가,30.43
성수,건대입구,202404,증가,25.84
성수,건대입구,202405,증가,24.07
성수,건대입구,202406,증가,21.89
성수,건대입구,202407,증가,18.98
신금호,건대입구,202306,증가,30.31
신금호,건대입구,202307,증가,32.39
신금호,건대입구,202308,증가,36.16
신금호,건대입구,202309,증가,40.77
신금호,건대입구,202310,증가,44.24
신금호,건대입구,202311,증가,48.16
신금호,건대입구,202312,증가,51.84
신금호,건대입구,202401,증가,55.57
신금호,건대입구,202402,증가,43.46
신금호,건대입구,202403,증가,36.25
신금호,건대입구,202404,증가,32.22
신금호,건대입구,202405,증가,31.52
신금호,건대입구,202406,증가,31.65
신금호,건대입구,202407,증가,29.66
압구정로데오,건대입구,202306,증가,20.09
압구정로데오,건대입구,202307,증가,20.28
압구정로데오,건대입구,202308,증가,22.92
압구정로데오,건대입구,202309,증가,27.71
압구정로데오,건대입구,202402,증가,30.86
압구정로데오,건대입구,202403,증가,25.29
오남,건대입구,202311,증가,71.98
오남,건대입구,202312,증가,69.19
오남,건대입구,202402,증가,29.27
오남,건대입구,202405,증가,7.39
오남,건대입구,202406,증가,10.17
오남,건대입구,202407,증가,4.03
옥수,건대입구,202306,증가,9.52
옥수,건대입구,202307,증가,12.05
옥수,건대입구,202308,증가,16.82
옥수,건대입구,202309,증가,20.93
옥수,건대입구,202310,증가,26.42
옥수,건대입구,202311,증가,30.77
옥수,건대입구,202312,증가,34.4
옥수,건대입구,202401,증가,38.79
옥수,건대입구,202402,증가,25.82
옥수,건대입구,202403,증가,20.7
옥수,건대입구,202404,증가,20.05
옥수,건대입구,202405,증가,17.45
옥수,건대입구,202406,증가,16.46
옥수,건대입구,202407,증가,13.64
왕십리,건대입구,202306,증가,25.95
왕십리,건대입구,202307,증가,26.39
왕십리,건대입구,202308,증가,29.86
왕십리,건대입구,202309,증가,34.3
왕십리,건대입구,202310,증가,38.21
왕십리,건대입구,202311,증가,41.61
왕십리,건대입구,202312,증가,45.8
왕십리,건대입구,202401,증가,49.35
왕십리,건대입구,202402,증가,37.13
왕십리,건대입구,202403,증가,31.86
왕십리,건대입구,202404,증가,28.46
왕십리,건대입구,202405,증가,26.26
왕십리,건대입구,202406,증가,25.1
왕십리,건대입구,202407,증가,23.75
자양,건대입구,202402,감소,56.64
자양,건대입구,202403,감소,35.3
자양,건대입구,202404,감소,25.71
자양,건대입구,202405,감소,21.96
자양,건대입구,202406,감소,19.09
자양,건대입구,202407,감소,23.9
장한평자동차,건대입구,202306,증가,0.87
장한평자동차,건대입구,202307,증가,0.88
장한평자동차,건대입구,202308,증가,2.57
장한평자동차,건대입구,202309,증가,7.16
장한평자동차,건대입구,202310,증가,10.71
장한평자동차,건대입구,202311,증가,13.9
장한평자동차,건대입구,202312,증가,17.89
장한평자동차,건대입구,202401,증가,22.05
장한평자동차,건대입구,202402,증가,10.97
장한평자동차,건대입구,202403,증가,5.03
장한평자동차,건대입구,202404,감소,0.56
장한평자동차,건대입구,202405,감소,4.74
장한평자동차,건대입구,202406,감소,9.3
장한평자동차,건대입구,202407,감소,14.6
풍산지구,건대입구,202306,증가,24.53
풍산지구,건대입구,202307,증가,22.52
풍산지구,건대입구,202308,증가,27.16
풍산지구,건대입구,202310,증가,34.3
풍산지구,건대입구,202311,증가,36.41
풍산지구,건대입구,202312,증가,40.99
풍산지구,건대입구,202401,증가,46.68
풍산지구,건대입구,202402,증가,35.36
풍산지구,건대입구,202403,증가,27.71
한양대,건대입구,202306,증가,41.04
한양대,건대입구,202307,증가,42.86
한양대,건대입구,202308,증가,37.71
한양대,건대입구,202309,증가,34.59
한양대,건대입구,202310,증가,40.29
한양대,건대입구,202311,증가,45.84
한양대,건대입구,202312,증가,55.77
한양대,건대입구,202401,증가,62.56
한양대,건대입구,202402,증가,47.14
한양대,건대입구,202403,증가,39.1
한양대,건대입구,202404,증가,40.97
한양대,건대입구,202405,증가,42.63
한양대,건대입구,202406,증가,46.04
한양대,건대입구,202407,증가,45.88
행당,건대입구,202306,증가,24.25
행당,건대입구,202307,증가,24.05
행당,건대입구,202308,증가,27.4
행당,건대입구,202309,증가,31.14
행당,건대입구,202310,증가,35.85
행당,건대입구,202311,증가,39.62
행당,건대입구,202312,증가,45.63
행당,건대입구,202401,증가,49.25
행당,건대입구,202402,증가,36.46
행당,건대입구,202403,증가,30.28
행당,건대입구,202404,증가,25
행당,건대입구,202405,증가,21.73
행당,건대입구,202406,증가,19.38
행당,건대입구,202407,증가,16.49
화양시장,건대입구,202306,증가,35.86
화양시장,건대입구,202307,증가,42.7
화양시장,건대입구,202308,증가,45.05
화양시장,건대입구,202309,증가,51.73
화양시장,건대입구,202310,증가,54.52
화양시장,건대입구,202311,증가,57.65
화양시장,건대입구,202312,증가,62.33
화양시장,건대입구,202401,증가,68.37
화양시장,건대입구,202402,증가,54.03
건대입구,금남시장,202306,감소,24.92
건대입구,금남시장,202307,감소,27.26
건대입구,금남시장,202308,감소,29.77
건대입구,금남시장,202309,감소,34.33
건대입구,금남시장,202310,감소,40.11
건대입구,금남시장,202311,감소,44.19
건대입구,금남시장,202312,감소,48.08
건대입구,금남시장,202401,감소,51.77
건대입구,금남시장,202402,감소,38.26
건대입구,금남시장,202403,감소,33.4
건대입구,금남시장,202404,감소,29.08
건대입구,금남시장,202405,감소,26.68
건대입구,금남시장,202406,감소,25.29
건대입구,금남시장,202407,감소,23.34
답십리,금남시장,202306,감소,7.99
답십리,금남시장,202307,감소,9.15
답십리,금남시장,202308,감소,9.31
답십리,금남시장,202309,감소,9.81
답십리,금남시장,202310,감소,11.9
답십리,금남시장,202311,감소,10.21
답십리,금남시장,202312,감소,9.4
답십리,금남시장,202401,감소,8.05
답십리,금남시장,202402,감소,6.2
답십리,금남시장,202403,감소,4.82
동대문역사문화공원역,금남시장,202306,감소,2.99
동대문역사문화공원역,금남시장,202307,감소,3.36
동대문역사문화공원역,금남시장,202308,감소,2.88
동대문역사문화공원역,금남시장,202309,감소,3.18
동대문역사문화공원역,금남시장,202310,감소,6.32
동대문역사문화공원역,금남시장,202311,감소,5.37
동대문역사문화공원역,금남시장,202312,감소,4.87
동대문역사문화공원역,금남시장,202401,감소,5.79
동대문역사문화공원역,금남시장,202402,감소,4.93
동대문역사문화공원역,금남시장,202403,감소,6.16
동대문역사문화공원역,금남시장,202404,감소,7.51
동대문역사문화공원역,금남시장,202405,감소,7.34
동대문역사문화공원역,금남시장,202406,감소,7.92
동대문역사문화공원역,금남시장,202407,감소,9.26
뚝섬,금남시장,202306,증가,7.83
뚝섬,금남시장,202307,증가,6.24
뚝섬,금남시장,202308,증가,3.31
뚝섬,금남시장,202309,증가,1.79
뚝섬,금남시장,202310,감소,0.79
뚝섬,금남시장,202311,감소,0.42
뚝섬,금남시장,202312,증가,1.05
뚝섬,금남시장,202401,증가,1.07
뚝섬,금남시장,202402,증가,1.7
뚝섬,금남시장,202403,증가,1.01
뚝섬,금남시장,202404,증가,2
뚝섬,금남시장,202405,증가,6.81
뚝섬,금남시장,202406,증가,6.76
뚝섬,금남시장,202407,증가,7.16
마장동,금남시장,202310,증가,17.07
마장동,금남시장,202311,증가,18.08
마장동,금남시장,202312,증가,15.43
마장동,금남시장,202401,증가,16.15
마장동,금남시장,202402,증가,18.25
마장동,금남시장,202403,증가,21.29
마장동,금남시장,202404,증가,20.43
미아사거리,금남시장,202403,감소,7.9
미아사거리,금남시장,202404,감소,7.67
미아사거리,금남시장,202405,감소,5.87
미아사거리,금남시장,202406,감소,5.48
미아사거리,금남시장,202407,감소,6.34
방배역,금남시장,202306,감소,4.18
방배역,금남시장,202307,감소,5.89
방배역,금남시장,202308,감소,5.65
방배역,금남시장,202309,감소,5.49
방배역,금남시장,202310,감소,7.39
방배역,금남시장,202311,감소,6.54
방배역,금남시장,202312,감소,6.02
방배역,금남시장,202401,감소,7.54
방배역,금남시장,202402,감소,7.32
방배역,금남시장,202403,감소,8.72
방배역,금남시장,202404,감소,8.11
방배역,금남시장,202405,감소,6.55
방배역,금남시장,202406,감소,5.08
방배역,금남시장,202407,감소,4.94
서면역,금남시장,202306,증가,84.8
서면역,금남시장,202307,증가,79
서면역,금남시장,202308,증가,79.07
서면역,금남시장,202309,증가,77.46
서면역,금남시장,202310,증가,58.57
서면역,금남시장,202311,증가,58.63
서면역,금남시장,202312,증가,67.25
서면역,금남시장,202401,증가,79.17
서면역,금남시장,202402,증가,93.47
서면역,금남시장,202403,증가,108.13
서면역,금남시장,202404,증가,119.56
서면역,금남시장,202405,증가,127.06
서면역,금남시장,202406,증가,131.18
서면역,금남시장,202407,증가,137.56
성수,금남시장,202306,증가,2.53
성수,금남시장,202307,증가,0.78
성수,금남시장,202308,증가,0.17
성수,금남시장,202309,감소,1.79
성수,금남시장,202310,감소,4.42
성수,금남시장,202311,감소,4.59
성수,금남시장,202312,감소,4.3
성수,금남시장,202401,감소,3.23
성수,금남시장,202402,감소,2.34
성수,금남시장,202403,감소,3.14
성수,금남시장,202404,감소,3.4
성수,금남시장,202405,감소,2.78
성수,금남시장,202406,감소,3.58
성수,금남시장,202407,감소,4.54
신금호,금남시장,202306,증가,5.56
신금호,금남시장,202307,증가,5.28
신금호,금남시장,202308,증가,6.5
신금호,금남시장,202309,증가,6.51
신금호,금남시장,202310,증가,4.15
신금호,금남시장,202311,증가,3.99
신금호,금남시장,202312,증가,3.77
신금호,금남시장,202401,증가,3.82
신금호,금남시장,202402,증가,5.24
신금호,금남시장,202403,증가,2.85
신금호,금남시장,202404,증가,3.15
신금호,금남시장,202405,증가,4.85
신금호,금남시장,202406,증가,6.34
신금호,금남시장,202407,증가,6.28
압구정로데오,금남시장,202306,감소,4.82
압구정로데오,금남시장,202307,감소,6.97
압구정로데오,금남시장,202308,감소,6.85
압구정로데오,금남시장,202309,감소,6.62
압구정로데오,금남시장,202310,감소,9.01
압구정로데오,금남시장,202311,감소,8.17
압구정로데오,금남시장,202312,감소,8.29
압구정로데오,금남시장,202401,감소,8.86
압구정로데오,금남시장,202402,감소,7.4
압구정로데오,금남시장,202403,감소,8.11
압구정로데오,금남시장,202404,감소,8.66
압구정로데오,금남시장,202405,감소,8.44
압구정로데오,금남시장,202406,감소,8.6
압구정로데오,금남시장,202407,감소,9.34
오남,금남시장,202310,감소,0.94
오남,금남시장,202311,증가,16.21
오남,금남시장,202312,증가,12.68
오남,금남시장,202401,증가,3.74
오남,금남시장,202402,감소,0.44
오남,금남시장,202403,감소,7.18
오남,금남시장,202404,감소,11.36
오남,금남시장,202405,감소,5.31
오남,금남시장,202406,감소,1.35
오남,금남시장,202407,감소,5.68
옥수,금남시장,202306,감소,15.58
옥수,금남시장,202307,감소,15.35
옥수,금남시장,202308,감소,13.07
옥수,금남시장,202309,감소,13.49
옥수,금남시장,202310,감소,13.73
옥수,금남시장,202311,감소,13.43
옥수,금남시장,202312,감소,13.63
옥수,금남시장,202401,감소,12.88
옥수,금남시장,202402,감소,12.31
옥수,금남시장,202403,감소,12.52
옥수,금남시장,202407,감소,9.49
왕십리,금남시장,202306,증가,0.95
왕십리,금남시장,202307,감소,0.95
왕십리,금남시장,202308,증가,0.02
왕십리,금남시장,202309,감소,0.1
왕십리,금남시장,202310,감소,1.95
왕십리,금남시장,202311,감소,2.62
왕십리,금남시장,202312,감소,2.3
왕십리,금남시장,202401,감소,2.41
왕십리,금남시장,202402,감소,1.1
왕십리,금남시장,202403,감소,1.5
왕십리,금남시장,202404,감소,0.58
왕십리,금남시장,202405,감소,0.38
왕십리,금남시장,202406,감소,0.15
왕십리,금남시장,202407,증가,0.44
자양,금남시장,202402,증가,5.27
자양,금남시장,202403,증가,3.11
자양,금남시장,202404,증가,5.12
자양,금남시장,202405,증가,2.32
자양,금남시장,202406,증가,0.03
자양,금남시장,202407,감소,7.15
장한평자동차,금남시장,202306,감소,25.42
장한평자동차,금남시장,202307,감소,27.56
장한평자동차,금남시장,202308,감소,28.22
장한평자동차,금남시장,202309,감소,28.03
장한평자동차,금남시장,202310,감소,30.06
장한평자동차,금남시장,202311,감소,30.79
장한평자동차,금남시장,202312,감소,30.49
장한평자동차,금남시장,202401,감소,29.83
장한평자동차,금남시장,202402,감소,27.24
장한평자동차,금남시장,202403,감소,28.21
장한평자동차,금남시장,202404,감소,29.39
장한평자동차,금남시장,202405,감소,31.06
장한평자동차,금남시장,202406,감소,34.07
장한평자동차,금남시장,202407,감소,37.26
풍산지구,금남시장,202306,감소,0.39
풍산지구,금남시장,202307,감소,4.74
풍산지구,금남시장,202308,감소,2.6
풍산지구,금남시장,202309,감소,2.25
풍산지구,금남시장,202310,감소,5.81
풍산지구,금남시장,202311,감소,7.79
풍산지구,금남시장,202312,감소,7.1
풍산지구,금남시장,202401,감소,5.1
풍산지구,금남시장,202402,감소,2.9
풍산지구,금남시장,202403,감소,5.69
풍산지구,금남시장,202404,감소,4.56
풍산지구,금남시장,202405,감소,3.75
풍산지구,금남시장,202406,감소,3.22
풍산지구,금남시장,202407,감소,4.97
한양대,금남시장,202307,증가,15.79
한양대,금남시장,202308,증가,8.14
한양대,금남시장,202310,증가,0.51
한양대,금남시장,202311,증가,2.02
한양대,금남시장,202312,증가,8.08
한양대,금남시장,202401,증가,11.13
한양대,금남시장,202402,증가,9.18
한양대,금남시장,202403,증가,6.01
한양대,금남시장,202404,증가,12.13
한양대,금남시장,202405,증가,16.09
한양대,금남시장,202406,증가,20.79
한양대,금남시장,202407,증가,22.42
행당,금남시장,202306,감소,0.85
행당,금남시장,202307,감소,3.45
행당,금남시장,202308,감소,2.57
행당,금남시장,202309,감소,3.39
행당,금남시장,202310,감소,4.44
행당,금남시장,202311,감소,4.74
행당,금남시장,202312,감소,2.6
행당,금남시장,202401,감소,2.66
행당,금남시장,202402,감소,1.94
행당,금남시장,202403,감소,3.25
행당,금남시장,202404,감소,4.21
행당,금남시장,202405,감소,5.07
행당,금남시장,202406,감소,6.02
행당,금남시장,202407,감소,6.94
화양시장,금남시장,202306,증가,10.95
화양시장,금남시장,202307,증가,15.45
화양시장,금남시장,202308,증가,15.28
화양시장,금남시장,202309,증가,17.4
화양시장,금남시장,202310,증가,14.41
화양시장,금남시장,202311,증가,13.45
화양시장,금남시장,202312,증가,14.25
화양시장,금남시장,202401,증가,16.59
화양시장,금남시장,202402,증가,15.76
화양시장,금남시장,202403,증가,11.14
화양시장,금남시장,202404,증가,10.15
화양시장,금남시장,202405,증가,8.4
화양시장,금남시장,202406,증가,3.55
화양시장,금남시장,202407,증가,3.26
건대입구,답십리,202306,감소,16.97
건대입구,답십리,202307,감소,18.12
건대입구,답십리,202308,감소,20.42
건대입구,답십리,202309,감소,24.43
건대입구,답십리,202310,감소,28.04
건대입구,답십리,202311,감소,33.72
건대입구,답십리,202312,감소,38.35
건대입구,답십리,202401,감소,43.33
건대입구,답십리,202402,감소,31.63
건대입구,답십리,202403,감소,28.14
건대입구,답십리,202404,감소,26.04
건대입구,답십리,202405,감소,24.74
건대입구,답십리,202406,감소,24.26
건대입구,답십리,202407,감소,22.94
금남시장,답십리,202306,증가,7.99
금남시장,답십리,202307,증가,9.15
금남시장,답십리,202308,증가,9.31
금남시장,답십리,202309,증가,9.81
금남시장,답십리,202310,증가,11.9
금남시장,답십리,202311,증가,10.21
금남시장,답십리,202312,증가,9.4
금남시장,답십리,202401,증가,8.05
금남시장,답십리,202402,증가,6.2
금남시장,답십리,202403,증가,4.82
동대문역사문화공원역,답십리,202306,증가,4.96
동대문역사문화공원역,답십리,202307,증가,5.78
동대문역사문화공원역,답십리,202308,증가,6.47
동대문역사문화공원역,답십리,202309,증가,6.73
동대문역사문화공원역,답십리,202310,증가,5.75
동대문역사문화공원역,답십리,202311,증가,5.1
동대문역사문화공원역,답십리,202312,증가,4.86
동대문역사문화공원역,답십리,202401,증가,2.65
동대문역사문화공원역,답십리,202402,증가,1.7
동대문역사문화공원역,답십리,202403,감소,0.91
동대문역사문화공원역,답십리,202404,감소,4.47
동대문역사문화공원역,답십리,202405,감소,5.4
동대문역사문화공원역,답십리,202406,감소,6.89
동대문역사문화공원역,답십리,202407,감소,8.86
뚝섬,답십리,202306,증가,15.9
뚝섬,답십리,202307,증가,15.46
뚝섬,답십리,202308,증가,12.7
뚝섬,답십리,202309,증가,11.67
뚝섬,답십리,202310,증가,11.17
뚝섬,답십리,202311,증가,9.84
뚝섬,답십리,202312,증가,10.49
뚝섬,답십리,202401,증가,9.14
뚝섬,답십리,202402,증가,7.91
뚝섬,답십리,202405,증가,8.32
뚝섬,답십리,202406,증가,7.36
뚝섬,답십리,202407,증가,7.14
마장동,답십리,202310,증가,28.99
마장동,답십리,202311,증가,28.3
미아사거리,답십리,202403,감소,13.69
미아사거리,답십리,202404,감소,16.96
미아사거리,답십리,202405,감소,14.29
미아사거리,답십리,202406,감소,13.35
미아사거리,답십리,202407,감소,13.58
방배역,답십리,202306,증가,3.76
방배역,답십리,202307,증가,3.26
방배역,답십리,202308,증가,3.7
방배역,답십리,202309,증가,4.42
방배역,답십리,202310,증가,4.68
방배역,답십리,202311,증가,3.93
방배역,답십리,202312,증가,3.71
방배역,답십리,202401,증가,0.9
방배역,답십리,202402,감소,0.69
방배역,답십리,202403,감소,3.47
방배역,답십리,202404,감소,5.07
방배역,답십리,202405,감소,4.61
방배역,답십리,202406,감소,4.05
방배역,답십리,202407,감소,4.53
서면역,답십리,202306,증가,92.77
서면역,답십리,202307,증가,88.17
서면역,답십리,202308,증가,88.44
서면역,답십리,202309,증가,87.38
서면역,답십리,202310,증가,70.66
서면역,답십리,202311,증가,69.12
서면역,답십리,202312,증가,77
서면역,답십리,202401,증가,87.63
서면역,답십리,202402,증가,100.12
서면역,답십리,202403,증가,113.39
서면역,답십리,202404,증가,122.62
서면역,답십리,202405,증가,129.01
서면역,답십리,202406,증가,132.21
서면역,답십리,202407,증가,137.97
성수,답십리,202306,증가,10.41
성수,답십리,202307,증가,9.83
성수,답십리,202308,증가,9.37
성수,답십리,202309,증가,7.93
성수,답십리,202310,증가,7.39
성수,답십리,202311,증가,5.52
성수,답십리,202312,증가,5
성수,답십리,202401,증가,4.7
성수,답십리,202402,증가,3.74
성수,답십리,202403,증가,1.56
신금호,답십리,202306,증가,13.58
신금호,답십리,202307,증가,14.46
신금호,답십리,202308,증가,15.84
신금호,답십리,202309,증가,16.34
신금호,답십리,202310,증가,16.1
신금호,답십리,202311,증가,14.25
신금호,답십리,202312,증가,13.22
신금호,답십리,202401,증가,11.91
신금호,답십리,202402,증가,11.46
압구정로데오,답십리,202306,증가,3.12
압구정로데오,답십리,202307,증가,2.17
압구정로데오,답십리,202308,증가,2.5
압구정로데오,답십리,202309,증가,3.28
압구정로데오,답십리,202310,증가,3.06
압구정로데오,답십리,202311,증가,2.3
압구정로데오,답십리,202312,증가,1.44
압구정로데오,답십리,202401,감소,0.43
압구정로데오,답십리,202402,감소,0.77
압구정로데오,답십리,202403,감소,2.86
압구정로데오,답십리,202404,감소,5.62
압구정로데오,답십리,202405,감소,6.5
압구정로데오,답십리,202406,감소,7.57
압구정로데오,답십리,202407,감소,8.94
오남,답십리,202310,증가,18.65
오남,답십리,202311,증가,24.7
오남,답십리,202312,증가,18.85
오남,답십리,202401,증가,7.4
오남,답십리,202402,증가,0.48
오남,답십리,202403,감소,7.82
오남,답십리,202404,감소,14.56
오남,답십리,202405,감소,9.33
오남,답십리,202406,감소,5.92
오남,답십리,202407,감소,10.48
옥수,답십리,202306,감소,7.58
옥수,답십리,202307,감소,6.18
옥수,답십리,202308,감소,3.75
옥수,답십리,202309,감소,3.67
옥수,답십리,202310,감소,1.82
옥수,답십리,202311,감소,3.16
옥수,답십리,202312,감소,4.16
옥수,답십리,202401,감소,4.76
옥수,답십리,202402,감소,6.01
옥수,답십리,202403,감소,7.61
옥수,답십리,202404,감소,6.15
옥수,답십리,202405,감소,7.41
옥수,답십리,202406,감소,7.89
옥수,답십리,202407,감소,9.37
왕십리,답십리,202306,증가,8.94
왕십리,답십리,202307,증가,8.2
왕십리,답십리,202308,증가,9.31
왕십리,답십리,202309,증가,9.68
왕십리,답십리,202310,증가,9.92
왕십리,답십리,202311,증가,7.56
왕십리,답십리,202312,증가,7.07
왕십리,답십리,202401,증가,5.61
왕십리,답십리,202402,증가,5.06
왕십리,답십리,202403,증가,3.28
왕십리,답십리,202404,증가,2.02
왕십리,답십리,202405,증가,1.15
왕십리,답십리,202406,증가,0.49
왕십리,답십리,202407,증가,0.48
자양,답십리,202402,감소,2.27
자양,답십리,202403,감소,3.82
자양,답십리,202404,감소,4.15
자양,답십리,202405,감소,6.45
자양,답십리,202406,감소,8.35
자양,답십리,202407,감소,14.99
장한평자동차,답십리,202306,감소,17.34
장한평자동차,답십리,202307,감소,18.36
장한평자동차,답십리,202308,감소,18.88
장한평자동차,답십리,202309,감소,18.21
장한평자동차,답십리,202310,감소,18.18
장한평자동차,답십리,202311,감소,20.65
장한평자동차,답십리,202312,감소,21.21
장한평자동차,답십리,202401,감소,21.92
장한평자동차,답십리,202402,감소,21.2
장한평자동차,답십리,202403,감소,23.58
장한평자동차,답십리,202404,감소,27
장한평자동차,답십리,202405,감소,29.75
장한평자동차,답십리,202406,감소,33.63
장한평자동차,답십리,202407,감소,37.39
풍산지구,답십리,202306,증가,7.56
풍산지구,답십리,202307,증가,4.41
풍산지구,답십리,202308,증가,6.75
풍산지구,답십리,202309,증가,7.66
풍산지구,답십리,202310,증가,6.26
풍산지구,답십리,202311,증가,2.68
풍산지구,답십리,202312,증가,2.63
풍산지구,답십리,202401,증가,3.34
풍산지구,답십리,202402,증가,3.72
풍산지구,답십리,202403,감소,0.44
풍산지구,답십리,202404,감소,1.52
풍산지구,답십리,202405,감소,1.81
풍산지구,답십리,202406,감소,2.2
풍산지구,답십리,202407,감소,4.57
한양대,답십리,202306,증가,24.6
한양대,답십리,202307,증가,25.11
한양대,답십리,202308,증가,17.64
한양대,답십리,202310,증가,12.6
한양대,답십리,202311,증가,12.43
한양대,답십리,202312,증가,17.67
한양대,답십리,202401,증가,19.36
한양대,답십리,202402,증가,15.56
한양대,답십리,202404,증가,14.89
한양대,답십리,202405,증가,17.69
한양대,답십리,202406,증가,21.42
한양대,답십리,202407,증가,22.39
행당,답십리,202306,증가,7.11
행당,답십리,202307,증가,5.71
행당,답십리,202308,증가,6.74
행당,답십리,202309,증가,6.43
행당,답십리,202310,증가,7.48
행당,답십리,202311,증가,5.52
행당,답십리,202312,증가,6.86
행당,답십리,202401,증가,5.45
행당,답십리,202402,증가,4.32
행당,답십리,202403,증가,1.62
행당,답십리,202404,감소,1.55
행당,답십리,202405,감소,3.49
행당,답십리,202406,감소,5.33
행당,답십리,202407,감소,6.86
화양시장,답십리,202306,증가,18.89
화양시장,답십리,202307,증가,24.59
화양시장,답십리,202308,증가,24.64
화양시장,답십리,202309,증가,27.3
화양시장,답십리,202310,증가,26.48
화양시장,답십리,202311,증가,23.93
화양시장,답십리,202312,증가,23.98
화양시장,답십리,202401,증가,25.03
화양시장,답십리,202402,증가,22.39
화양시장,답십리,202403,증가,16.39
화양시장,답십리,202404,증가,13.19
화양시장,답십리,202405,증가,10.34
화양시장,답십리,202406,증가,4.57
화양시장,답십리,202407,증가,3.66
건대입구,동대문역사문화공원역,202402,감소,33.33
건대입구,동대문역사문화공원역,202403,감소,27.25
금남시장,동대문역사문화공원역,202306,증가,2.99
금남시장,동대문역사문화공원역,202307,증가,3.36
금남시장,동대문역사문화공원역,202308,증가,2.88
금남시장,동대문역사문화공원역,202309,증가,3.18
금남시장,동대문역사문화공원역,202310,증가,6.32
금남시장,동대문역사문화공원역,202311,증가,5.37
금남시장,동대문역사문화공원역,202312,증가,4.87
금남시장,동대문역사문화공원역,202401,증가,5.79
금남시장,동대문역사문화공원역,202402,증가,4.93
금남시장,동대문역사문화공원역,202403,증가,6.16
금남시장,동대문역사문화공원역,202404,증가,7.51
금남시장,동대문역사문화공원역,202405,증가,7.34
금남시장,동대문역사문화공원역,202406,증가,7.92
금남시장,동대문역사문화공원역,202407,증가,9.26
답십리,동대문역사문화공원역,202306,감소,4.96
답십리,동대문역사문화공원역,202307,감소,5.78
답십리,동대문역사문화공원역,202308,감소,6.47
답십리,동대문역사문화공원역,202309,감소,6.73
답십리,동대문역사문화공원역,202310,감소,5.75
답십리,동대문역사문화공원역,202311,감소,5.1
