통제군,처치군,이벤트 시점,증가&감소여부,퍼센트
성수,뚝섬,202401,감소,4.37
성수,뚝섬,202402,감소,4.09
성수,뚝섬,202403,감소,4.21
성수,뚝섬,202404,감소,5.46
성수,뚝섬,202405,감소,9.7
성수,뚝섬,202406,감소,10.44
성수,뚝섬,202407,감소,11.79
신금호,뚝섬,202306,감소,2.32
신금호,뚝섬,202307,감소,0.99
신금호,뚝섬,202308,증가,3.17
신금호,뚝섬,202309,증가,4.7
신금호,뚝섬,202310,증가,4.96
신금호,뚝섬,202311,증가,4.43
신금호,뚝섬,202312,증가,2.74
신금호,뚝섬,202401,증가,2.77
신금호,뚝섬,202402,증가,3.57
신금호,뚝섬,202403,증가,1.87
신금호,뚝섬,202404,증가,1.17
신금호,뚝섬,202405,감소,1.98
신금호,뚝섬,202406,감소,0.44
신금호,뚝섬,202407,감소,0.88
압구정로데오,뚝섬,202306,감소,12.62
압구정로데오,뚝섬,202307,감소,13.23
압구정로데오,뚝섬,202308,감소,10.21
압구정로데오,뚝섬,202309,감소,8.46
압구정로데오,뚝섬,202310,감소,8.25
압구정로데오,뚝섬,202311,감소,7.72
압구정로데오,뚝섬,202312,감소,9.29
압구정로데오,뚝섬,202401,감소,9.86
압구정로데오,뚝섬,202402,감소,9.01
압구정로데오,뚝섬,202403,감소,9.02
압구정로데오,뚝섬,202404,감소,10.55
압구정로데오,뚝섬,202405,감소,15.21
압구정로데오,뚝섬,202406,감소,15.38
압구정로데오,뚝섬,202407,감소,16.58
오남,뚝섬,202310,증가,13.45
오남,뚝섬,202311,증가,22.59
오남,뚝섬,202312,증가,13.51
오남,뚝섬,202401,증가,4.19
오남,뚝섬,202402,감소,1.27
오남,뚝섬,202403,감소,6.96
오남,뚝섬,202404,감소,12.66
오남,뚝섬,202405,감소,13.12
오남,뚝섬,202406,감소,8.79
오남,뚝섬,202407,감소,13.38
옥수,뚝섬,202306,감소,23.46
옥수,뚝섬,202307,감소,21.63
옥수,뚝섬,202308,감소,16.42
옥수,뚝섬,202309,감소,15.33
옥수,뚝섬,202311,감소,13.04
옥수,뚝섬,202312,감소,14.69
옥수,뚝섬,202401,감소,13.95
옥수,뚝섬,202402,감소,13.97
옥수,뚝섬,202403,감소,13.49
옥수,뚝섬,202405,감소,15.79
옥수,뚝섬,202406,감소,15.32
옥수,뚝섬,202407,감소,16.6
왕십리,뚝섬,202306,감소,6.95
왕십리,뚝섬,202307,감소,7.25
왕십리,뚝섬,202308,감소,3.3
왕십리,뚝섬,202309,감소,1.9
왕십리,뚝섬,202310,감소,1.17
왕십리,뚝섬,202311,감소,2.2
왕십리,뚝섬,202312,감소,3.34
왕십리,뚝섬,202401,감소,3.46
왕십리,뚝섬,202402,감소,2.76
왕십리,뚝섬,202403,감소,2.46
왕십리,뚝섬,202404,감소,2.53
왕십리,뚝섬,202405,감소,7.2
왕십리,뚝섬,202406,감소,6.9
왕십리,뚝섬,202407,감소,6.69
자양,뚝섬,202402,증가,0.82
자양,뚝섬,202403,증가,2.93
자양,뚝섬,202404,증가,2.4
자양,뚝섬,202405,감소,9.73
자양,뚝섬,202406,감소,10.3
자양,뚝섬,202407,감소,17
장한평자동차,뚝섬,202306,감소,33.25
장한평자동차,뚝섬,202307,감소,33.8
장한평자동차,뚝섬,202308,감소,31.53
장한평자동차,뚝섬,202309,감소,29.79
장한평자동차,뚝섬,202310,감소,29.25
장한평자동차,뚝섬,202311,감소,30.34
장한평자동차,뚝섬,202312,감소,31.55
장한평자동차,뚝섬,202401,감소,30.88
장한평자동차,뚝섬,202402,감소,28.89
장한평자동차,뚝섬,202403,감소,29.14
장한평자동차,뚝섬,202404,감소,31.33
장한평자동차,뚝섬,202405,감소,37.92
장한평자동차,뚝섬,202406,감소,40.86
장한평자동차,뚝섬,202407,감소,44.42
풍산지구,뚝섬,202306,감소,8.18
풍산지구,뚝섬,202307,감소,11
풍산지구,뚝섬,202308,감소,5.97
풍산지구,뚝섬,202309,감소,4.09
풍산지구,뚝섬,202310,감소,5.04
풍산지구,뚝섬,202311,감소,7.34
풍산지구,뚝섬,202312,감소,8.09
풍산지구,뚝섬,202401,감소,6.1
풍산지구,뚝섬,202402,감소,4.51
풍산지구,뚝섬,202403,감소,6.6
풍산지구,뚝섬,202404,감소,6.45
풍산지구,뚝섬,202405,감소,10.53
풍산지구,뚝섬,202406,감소,10.01
풍산지구,뚝섬,202407,감소,12.21
한양대,뚝섬,202307,증가,9.65
한양대,뚝섬,202308,증가,4.85
한양대,뚝섬,202309,감소,1.23
한양대,뚝섬,202310,증가,1.33
한양대,뚝섬,202311,증가,2.48
한양대,뚝섬,202312,증가,7.06
한양대,뚝섬,202401,증가,10.07
한양대,뚝섬,202402,증가,7.47
한양대,뚝섬,202403,증가,4.96
한양대,뚝섬,202404,증가,10.12
한양대,뚝섬,202405,증가,9.2
한양대,뚝섬,202406,증가,13.96
한양대,뚝섬,202407,증가,15.16
행당,뚝섬,202306,감소,8.72
행당,뚝섬,202307,감소,9.69
행당,뚝섬,202308,감소,5.83
행당,뚝섬,202309,감소,5.12
행당,뚝섬,202310,감소,3.59
행당,뚝섬,202311,감소,4.23
행당,뚝섬,202312,감소,3.56
행당,뚝섬,202401,감소,3.64
행당,뚝섬,202402,감소,3.53
행당,뚝섬,202403,감소,4.16
행당,뚝섬,202404,감소,6.12
행당,뚝섬,202405,감소,11.9
행당,뚝섬,202406,감소,12.8
행당,뚝섬,202407,감소,14.14
화양시장,뚝섬,202306,증가,3.15
화양시장,뚝섬,202307,증가,9.19
화양시장,뚝섬,202308,증가,11.92
화양시장,뚝섬,202309,증가,15.56
화양시장,뚝섬,202310,증가,15.18
화양시장,뚝섬,202311,증가,13.9
화양시장,뚝섬,202312,증가,13.25
화양시장,뚝섬,202401,증가,15.6
화양시장,뚝섬,202402,증가,14.15
화양시장,뚝섬,202403,증가,10.23
화양시장,뚝섬,202404,증가,8.27
화양시장,뚝섬,202405,증가,1.62
화양시장,뚝섬,202406,감소,3.23
화양시장,뚝섬,202407,감소,3.97
건대입구,마장동,202306,감소,42.44
건대입구,마장동,202307,감소,38.02
건대입구,마장동,202308,감소,38.8
건대입구,마장동,202309,감소,41.42
건대입구,마장동,202310,감소,57.1
건대입구,마장동,202311,감소,62.24
건대입구,마장동,202312,감소,63.56
건대입구,마장동,202401,감소,68.01
건대입구,마장동,202402,감소,56.67
건대입구,마장동,202403,감소,54.94
건대입구,마장동,202404,감소,49.86
건대입구,마장동,202405,감소,44.92
건대입구,마장동,202406,감소,40.6
건대입구,마장동,202407,감소,35.15
금남시장,마장동,202310,감소,17.07
금남시장,마장동,202311,감소,18.08
금남시장,마장동,202312,감소,15.43
금남시장,마장동,202401,감소,16.15
금남시장,마장동,202402,감소,18.25
금남시장,마장동,202403,감소,21.29
금남시장,마장동,202404,감소,20.43
답십리,마장동,202310,감소,28.99
답십리,마장동,202311,감소,28.3
동대문역사문화공원역,마장동,202306,감소,20.51
동대문역사문화공원역,마장동,202307,감소,14.13
동대문역사문화공원역,마장동,202308,감소,11.91
동대문역사문화공원역,마장동,202309,감소,10.27
동대문역사문화공원역,마장동,202310,감소,23.31
동대문역사문화공원역,마장동,202311,감소,23.42
동대문역사문화공원역,마장동,202312,감소,20.34
동대문역사문화공원역,마장동,202401,감소,22.03
동대문역사문화공원역,마장동,202402,감소,23.33
동대문역사문화공원역,마장동,202403,감소,27.69
동대문역사문화공원역,마장동,202404,감소,28.29
동대문역사문화공원역,마장동,202405,감소,25.58
동대문역사문화공원역,마장동,202406,감소,23.22
동대문역사문화공원역,마장동,202407,감소,21.06
뚝섬,마장동,202310,감소,17.86
뚝섬,마장동,202311,감소,18.49
뚝섬,마장동,202312,감소,14.38
뚝섬,마장동,202401,감소,15.07
뚝섬,마장동,202402,감소,16.54
뚝섬,마장동,202403,감소,20.27
뚝섬,마장동,202404,감소,18.38
미아사거리,마장동,202403,감소,36.44
미아사거리,마장동,202404,감소,24.28
미아사거리,마장동,202405,감소,13.89
미아사거리,마장동,202406,감소,7.88
미아사거리,마장동,202407,감소,3.89
방배역,마장동,202306,감소,21.71
방배역,마장동,202307,감소,16.65
방배역,마장동,202308,감소,14.69
방배역,마장동,202309,감소,12.57
방배역,마장동,202310,감소,24.38
방배역,마장동,202311,감소,24.6
방배역,마장동,202312,감소,21.5
방배역,마장동,202401,감소,23.78
방배역,마장동,202402,감소,25.72
방배역,마장동,202403,감소,30.26
방배역,마장동,202404,감소,28.89
방배역,마장동,202405,감소,24.79
방배역,마장동,202406,감소,20.38
방배역,마장동,202407,감소,16.74
서면역,마장동,202306,증가,67.27
서면역,마장동,202307,증가,68.24
서면역,마장동,202308,증가,70.03
서면역,마장동,202309,증가,70.37
서면역,마장동,202310,증가,41.58
서면역,마장동,202311,증가,40.58
서면역,마장동,202312,증가,51.77
서면역,마장동,202401,증가,62.92
서면역,마장동,202402,증가,75.06
서면역,마장동,202403,증가,86.59
서면역,마장동,202404,증가,98.78
서면역,마장동,202405,증가,108.83
서면역,마장동,202406,증가,115.87
서면역,마장동,202407,증가,125.76
성수,마장동,202310,감소,21.4
성수,마장동,202311,감소,22.58
성수,마장동,202312,감소,19.66
성수,마장동,202401,감소,19.32
성수,마장동,202402,감소,20.52
성수,마장동,202403,감소,24.39
성수,마장동,202404,감소,23.78
신금호,마장동,202310,감소,12.75
신금호,마장동,202311,감소,13.91
신금호,마장동,202312,감소,11.45
신금호,마장동,202401,감소,12.13
신금호,마장동,202402,감소,12.82
신금호,마장동,202403,감소,18.3
신금호,마장동,202404,감소,17.11
신금호,마장동,202405,감소,12.74
신금호,마장동,202406,감소,8.26
압구정로데오,마장동,202306,감소,22.35
압구정로데오,마장동,202307,감소,17.73
압구정로데오,마장동,202308,감소,15.88
압구정로데오,마장동,202309,감소,13.71
압구정로데오,마장동,202310,감소,26
압구정로데오,마장동,202311,감소,26.22
압구정로데오,마장동,202312,감소,23.76
압구정로데오,마장동,202401,감소,25.11
압구정로데오,마장동,202402,감소,25.8
압구정로데오,마장동,202403,감소,29.65
압구정로데오,마장동,202404,감소,29.44
압구정로데오,마장동,202405,감소,26.67
압구정로데오,마장동,202406,감소,23.91
압구정로데오,마장동,202407,감소,21.14
오남,마장동,202310,감소,65.08
오남,마장동,202311,감소,25.06
오남,마장동,202312,감소,12.55
오남,마장동,202401,감소,19.3
오남,마장동,202402,감소,24.78
오남,마장동,202403,감소,34.38
오남,마장동,202404,감소,35.65
오남,마장동,202405,감소,24.9
오남,마장동,202406,감소,16.42
오남,마장동,202407,감소,16.06
옥수,마장동,202310,감소,30.67
옥수,마장동,202311,감소,31.37
옥수,마장동,202403,감소,33.72
왕십리,마장동,202310,감소,19
왕십리,마장동,202311,감소,20.66
왕십리,마장동,202312,감소,17.71
왕십리,마장동,202401,감소,18.54
왕십리,마장동,202402,감소,19.34
왕십리,마장동,202403,감소,22.8
왕십리,마장동,202404,감소,21
자양,마장동,202402,감소,16.89
자양,마장동,202403,감소,23.54
자양,마장동,202404,감소,14.34
자양,마장동,202405,감소,9.78
자양,마장동,202406,감소,6.5
자양,마장동,202407,감소,8.61
장한평자동차,마장동,202306,감소,43.09
장한평자동차,마장동,202308,감소,37.52
장한평자동차,마장동,202310,감소,47.2
장한평자동차,마장동,202311,감소,48.87
장한평자동차,마장동,202312,감소,45.78
장한평자동차,마장동,202401,감소,45.81
장한평자동차,마장동,202402,감소,45.28
장한평자동차,마장동,202403,감소,49.28
장한평자동차,마장동,202404,감소,49.49
풍산지구,마장동,202306,감소,17.91
풍산지구,마장동,202307,감소,15.5
풍산지구,마장동,202308,감소,11.64
풍산지구,마장동,202309,감소,9.33
풍산지구,마장동,202310,감소,22.8
풍산지구,마장동,202311,감소,25.84
풍산지구,마장동,202312,감소,22.57
풍산지구,마장동,202401,감소,21.34
풍산지구,마장동,202402,감소,21.31
풍산지구,마장동,202403,감소,27.23
풍산지구,마장동,202404,감소,25.34
풍산지구,마장동,202405,감소,21.99
풍산지구,마장동,202406,감소,18.53
풍산지구,마장동,202407,감소,16.78
한양대,마장동,202309,감소,6.73
한양대,마장동,202310,감소,16.6
한양대,마장동,202311,감소,16.1
한양대,마장동,202312,감소,7.48
한양대,마장동,202402,감소,9.19
한양대,마장동,202403,감소,15.42
한양대,마장동,202404,감소,8.36
행당,마장동,202310,감소,21.28
행당,마장동,202311,감소,22.59
행당,마장동,202312,감소,17.86
행당,마장동,202401,감소,18.66
행당,마장동,202402,감소,20.04
행당,마장동,202403,감소,24.4
행당,마장동,202404,감소,24.5
행당,마장동,202405,감소,22.71
행당,마장동,202406,감소,20.65
화양시장,마장동,202306,감소,6.58
화양시장,마장동,202307,증가,4.68
화양시장,마장동,202308,증가,6.25
화양시장,마장동,202309,증가,10.31
화양시장,마장동,202310,감소,2.58
화양시장,마장동,202311,감소,4.6
화양시장,마장동,202312,감소,1.23
화양시장,마장동,202401,증가,0.35
화양시장,마장동,202402,감소,2.64
화양시장,마장동,202403,감소,10.4
화양시장,마장동,202404,감소,10.62
화양시장,마장동,202405,감소,9.83
화양시장,마장동,202406,감소,11.76
화양시장,마장동,202407,감소,8.54
건대입구,미아사거리,202404,증가,21.69
건대입구,미아사거리,202405,증가,16.64
건대입구,미아사거리,202406,증가,13.2
건대입구,미아사거리,202407,증가,13.42
금남시장,미아사거리,202403,증가,7.9
금남시장,미아사거리,202404,증가,7.67
금남시장,미아사거리,202405,증가,5.87
금남시장,미아사거리,202406,증가,5.48
금남시장,미아사거리,202407,증가,6.34
답십리,미아사거리,202403,증가,13.69
답십리,미아사거리,202404,증가,16.96
답십리,미아사거리,202405,증가,14.29
답십리,미아사거리,202406,증가,13.35
답십리,미아사거리,202407,증가,13.58
동대문역사문화공원역,미아사거리,202403,감소,2.23
동대문역사문화공원역,미아사거리,202404,감소,3.46
동대문역사문화공원역,미아사거리,202405,감소,2.28
동대문역사문화공원역,미아사거리,202406,감소,2.6
동대문역사문화공원역,미아사거리,202407,감소,3.06
뚝섬,미아사거리,202403,증가,4.14
뚝섬,미아사거리,202404,증가,9.38
뚝섬,미아사거리,202405,증가,19.24
뚝섬,미아사거리,202406,증가,16.29
뚝섬,미아사거리,202407,증가,16.37
마장동,미아사거리,202403,증가,36.44
마장동,미아사거리,202404,증가,24.28
마장동,미아사거리,202405,증가,13.89
마장동,미아사거리,202406,증가,7.88
마장동,미아사거리,202407,증가,3.89
방배역,미아사거리,202403,감소,4.45
방배역,미아사거리,202404,증가,1.59
방배역,미아사거리,202405,증가,4.38
방배역,미아사거리,202406,증가,6.49
방배역,미아사거리,202407,증가,6.92
서면역,미아사거리,202404,증가,140.21
서면역,미아사거리,202405,증가,130.83
서면역,미아사거리,202406,증가,121.77
서면역,미아사거리,202407,증가,121.95
성수,미아사거리,202403,증가,1.71
성수,미아사거리,202404,증가,2.99
성수,미아사거리,202405,증가,3.78
성수,미아사거리,202406,증가,2.06
성수,미아사거리,202407,증가,1.72
신금호,미아사거리,202403,감소,4.78
신금호,미아사거리,202404,증가,2.98
신금호,미아사거리,202405,증가,7.39
신금호,미아사거리,202406,증가,10.13
신금호,미아사거리,202407,증가,10.59
압구정로데오,미아사거리,202403,감소,0.04
압구정로데오,미아사거리,202404,감소,0.04
압구정로데오,미아사거리,202405,감소,0.05
압구정로데오,미아사거리,202406,감소,0.25
압구정로데오,미아사거리,202407,감소,0.25
오남,미아사거리,202404,감소,18.91
오남,미아사거리,202405,감소,3.35
오남,미아사거리,202406,증가,3.78
오남,미아사거리,202407,감소,1.16
옥수,미아사거리,202403,증가,0.57
옥수,미아사거리,202404,증가,13.72
옥수,미아사거리,202405,증가,8.03
옥수,미아사거리,202406,증가,6.82
옥수,미아사거리,202407,증가,5.16
왕십리,미아사거리,202403,증가,4.75
왕십리,미아사거리,202404,증가,8.9
왕십리,미아사거리,202405,증가,7.08
왕십리,미아사거리,202406,증가,6.79
왕십리,미아사거리,202407,증가,8.35
자양,미아사거리,202404,증가,12.3
자양,미아사거리,202405,증가,7.1
자양,미아사거리,202406,증가,4.3
자양,미아사거리,202407,감소,2.49
장한평자동차,미아사거리,202403,감소,11.47
장한평자동차,미아사거리,202404,감소,12.87
장한평자동차,미아사거리,202405,감소,16.7
장한평자동차,미아사거리,202406,감소,21.22
장한평자동차,미아사거리,202407,감소,23.71
풍산지구,미아사거리,202403,감소,11.34
풍산지구,미아사거리,202404,증가,0.66
풍산지구,미아사거리,202405,증가,2.46
풍산지구,미아사거리,202406,증가,3.52
풍산지구,미아사거리,202407,증가,1.6
한양대,미아사거리,202403,감소,8.39
한양대,미아사거리,202404,증가,22.12
한양대,미아사거리,202405,증가,27.24
한양대,미아사거리,202406,증가,32.67
한양대,미아사거리,202407,증가,32.96
행당,미아사거리,202403,감소,1.38
행당,미아사거리,202404,감소,0.99
행당,미아사거리,202405,감소,2.65
행당,미아사거리,202406,감소,3.34
행당,미아사거리,202407,감소,2.81
화양시장,미아사거리,202403,감소,14.55
화양시장,미아사거리,202404,감소,4.37
화양시장,미아사거리,202405,감소,4.9
화양시장,미아사거리,202406,감소,11.08
화양시장,미아사거리,202407,감소,7.05
건대입구,방배역,202306,감소,20.73
건대입구,방배역,202307,감소,21.37
건대입구,방배역,202308,감소,24.11
건대입구,방배역,202402,감소,30.95
건대입구,방배역,202403,감소,24.68
금남시장,방배역,202306,증가,4.18
금남시장,방배역,202307,증가,5.89
금남시장,방배역,202308,증가,5.65
금남시장,방배역,202309,증가,5.49
금남시장,방배역,202310,증가,7.39
금남시장,방배역,202311,증가,6.54
금남시장,방배역,202312,증가,6.02
금남시장,방배역,202401,증가,7.54
금남시장,방배역,202402,증가,7.32
금남시장,방배역,202403,증가,8.72
금남시장,방배역,202404,증가,8.11
금남시장,방배역,202405,증가,6.55
금남시장,방배역,202406,증가,5.08
금남시장,방배역,202407,증가,4.94
답십리,방배역,202306,감소,3.76
답십리,방배역,202307,감소,3.26
답십리,방배역,202308,감소,3.7
답십리,방배역,202309,감소,4.42
답십리,방배역,202310,감소,4.68
답십리,방배역,202311,감소,3.93
답십리,방배역,202312,감소,3.71
답십리,방배역,202401,감소,0.9
답십리,방배역,202402,증가,0.69
답십리,방배역,202403,증가,3.47
답십리,방배역,202404,증가,5.07
답십리,방배역,202405,증가,4.61
답십리,방배역,202406,증가,4.05
답십리,방배역,202407,증가,4.53
동대문역사문화공원역,방배역,202308,증가,2.78
동대문역사문화공원역,방배역,202309,증가,2.31
동대문역사문화공원역,방배역,202310,증가,1.07
동대문역사문화공원역,방배역,202311,증가,1.17
동대문역사문화공원역,방배역,202312,증가,1.15
동대문역사문화공원역,방배역,202401,증가,1.75
동대문역사문화공원역,방배역,202402,증가,2.39
동대문역사문화공원역,방배역,202403,증가,2.56
동대문역사문화공원역,방배역,202404,증가,0.6
동대문역사문화공원역,방배역,202405,감소,0.79
동대문역사문화공원역,방배역,202406,감소,2.84
동대문역사문화공원역,방배역,202407,감소,4.32
뚝섬,방배역,202306,증가,11.98
뚝섬,방배역,202307,증가,12.15
뚝섬,방배역,202308,증가,9.02
뚝섬,방배역,202309,증가,7.32
뚝섬,방배역,202310,증가,6.63
뚝섬,방배역,202311,증가,6.1
뚝섬,방배역,202312,증가,7.02
뚝섬,방배역,202401,증가,8.54
뚝섬,방배역,202402,증가,8.92
뚝섬,방배역,202403,증가,9.63
뚝섬,방배역,202404,증가,10
뚝섬,방배역,202405,증가,13.33
뚝섬,방배역,202406,증가,11.86
뚝섬,방배역,202407,증가,12.17
마장동,방배역,202306,증가,21.71
마장동,방배역,202307,증가,16.65
마장동,방배역,202308,증가,14.69
마장동,방배역,202309,증가,12.57
마장동,방배역,202310,증가,24.38
마장동,방배역,202311,증가,24.6
마장동,방배역,202312,증가,21.5
마장동,방배역,202401,증가,23.78
마장동,방배역,202402,증가,25.72
마장동,방배역,202403,증가,30.26
마장동,방배역,202404,증가,28.89
마장동,방배역,202405,증가,24.79
마장동,방배역,202406,증가,20.38
마장동,방배역,202407,증가,16.74
미아사거리,방배역,202403,증가,4.45
미아사거리,방배역,202404,감소,1.59
미아사거리,방배역,202405,감소,4.38
미아사거리,방배역,202406,감소,6.49
미아사거리,방배역,202407,감소,6.92
서면역,방배역,202306,증가,88.97
서면역,방배역,202307,증가,84.88
서면역,방배역,202308,증가,84.71
서면역,방배역,202309,증가,82.93
서면역,방배역,202401,증가,86.7
서면역,방배역,202402,증가,100.78
서면역,방배역,202403,증가,116.84
서면역,방배역,202404,증가,127.67
서면역,방배역,202405,증가,133.61
서면역,방배역,202406,증가,136.25
성수,방배역,202306,증가,6.98
성수,방배역,202307,증가,6.96
성수,방배역,202308,증가,6.12
성수,방배역,202309,증가,4
성수,방배역,202310,증가,3.25
성수,방배역,202311,증가,2.2
성수,방배역,202312,증가,1.94
성수,방배역,202401,증가,4.49
성수,방배역,202402,증가,5.16
성수,방배역,202403,증가,5.75
성수,방배역,202404,증가,4.87
성수,방배역,202405,증가,3.94
성수,방배역,202406,증가,1.67
성수,방배역,202407,증가,0.57
신금호,방배역,202306,증가,9.57
신금호,방배역,202307,증가,11.01
신금호,방배역,202308,증가,12.04
신금호,방배역,202309,증가,11.91
신금호,방배역,202310,증가,11.51
신금호,방배역,202311,증가,10.5
신금호,방배역,202312,증가,9.78
신금호,방배역,202401,증가,11.33
신금호,방배역,202402,증가,12.52
신금호,방배역,202403,증가,11.58
신금호,방배역,202404,증가,11.25
신금호,방배역,202405,증가,11.4
신금호,방배역,202406,증가,11.44
신금호,방배역,202407,증가,11.27
압구정로데오,방배역,202308,감소,1.19
압구정로데오,방배역,202309,감소,1.14
압구정로데오,방배역,202310,감소,1.62
압구정로데오,방배역,202311,감소,1.62
압구정로데오,방배역,202312,감소,2.27
압구정로데오,방배역,202401,감소,1.33
압구정로데오,방배역,202402,감소,0.08
압구정로데오,방배역,202403,증가,0.61
압구정로데오,방배역,202404,감소,0.55
압구정로데오,방배역,202405,감소,1.88
압구정로데오,방배역,202406,감소,3.53
압구정로데오,방배역,202407,감소,4.41
오남,방배역,202312,증가,17.65
오남,방배역,202405,감소,0.22
오남,방배역,202406,증가,1.8
오남,방배역,202407,감소,2.68
옥수,방배역,202306,감소,11.22
옥수,방배역,202307,감소,9.32
옥수,방배역,202308,감소,7.29
옥수,방배역,202309,감소,7.92
옥수,방배역,202310,감소,6.3
옥수,방배역,202311,감소,6.88
옥수,방배역,202312,감소,7.66
옥수,방배역,202401,감소,5.44
옥수,방배역,202402,감소,5.12
옥수,방배역,202403,감소,3.97
옥수,방배역,202404,감소,0.91
옥수,방배역,202405,감소,2.67
옥수,방배역,202406,감소,3.75
옥수,방배역,202407,감소,4.77
왕십리,방배역,202306,증가,5.22
왕십리,방배역,202307,증가,5.02
왕십리,방배역,202308,증가,5.75
왕십리,방배역,202309,증가,5.45
왕십리,방배역,202310,증가,5.5
왕십리,방배역,202311,증가,3.96
왕십리,방배역,202312,증가,3.74
왕십리,방배역,202401,증가,5.12
왕십리,방배역,202402,증가,6.19
왕십리,방배역,202403,증가,7.18
왕십리,방배역,202404,증가,7.49
왕십리,방배역,202405,증가,6.13
왕십리,방배역,202406,증가,4.89
왕십리,방배역,202407,증가,5.34
자양,방배역,202405,증가,4.12
자양,방배역,202406,감소,0.39
장한평자동차,방배역,202306,감소,19.91
장한평자동차,방배역,202307,감소,20.52
장한평자동차,방배역,202308,감소,21.58
장한평자동차,방배역,202309,감소,21.71
장한평자동차,방배역,202310,감소,22.02
장한평자동차,방배역,202311,감소,23.76
장한평자동차,방배역,202312,감소,24.18
장한평자동차,방배역,202401,감소,22.17
장한평자동차,방배역,202402,감소,19.96
장한평자동차,방배역,202403,감소,19.62
장한평자동차,방배역,202404,감소,21.5
장한평자동차,방배역,202405,감소,24.83
장한평자동차,방배역,202406,감소,29.48
장한평자동차,방배역,202407,감소,32.97
풍산지구,방배역,202306,증가,3.8
풍산지구,방배역,202307,증가,1.15
풍산지구,방배역,202308,증가,3.05
풍산지구,방배역,202309,증가,3.24
풍산지구,방배역,202310,증가,1.58
풍산지구,방배역,202311,감소,1.24
풍산지구,방배역,202312,감소,1.07
풍산지구,방배역,202401,증가,2.44
풍산지구,방배역,202402,증가,4.41
풍산지구,방배역,202403,증가,3.02
풍산지구,방배역,202404,증가,3.55
풍산지구,방배역,202405,증가,2.8
풍산지구,방배역,202406,증가,1.85
풍산지구,방배역,202407,감소,0.04
한양대,방배역,202306,증가,20.3
한양대,방배역,202307,증가,21.49
한양대,방배역,202308,증가,13.59
한양대,방배역,202309,증가,5.75
한양대,방배역,202310,증가,7.57
한양대,방배역,202311,증가,8.19
한양대,방배역,202312,증가,13.71
한양대,방배역,202401,증가,18.32
한양대,방배역,202402,증가,16.19
한양대,방배역,202403,증가,14.42
한양대,방배역,202404,증가,20
한양대,방배역,202405,증가,22.51
한양대,방배역,202406,증가,25.82
한양대,방배역,202407,증가,27.47
행당,방배역,202306,증가,3.51
행당,방배역,202307,증가,2.68
행당,방배역,202308,증가,3.29
행당,방배역,202309,증가,2.29
행당,방배역,202310,증가,3.13
행당,방배역,202311,증가,1.96
행당,방배역,202312,증가,3.57
행당,방배역,202401,증가,5.01
행당,방배역,202402,증가,5.52
행당,방배역,202403,증가,5.6
행당,방배역,202404,증가,4.03
행당,방배역,202405,증가,1.61
행당,방배역,202406,감소,0.83
행당,방배역,202407,감소,1.91
화양시장,방배역,202307,증가,21.33
화양시장,방배역,202308,증가,20.94
화양시장,방배역,202309,증가,22.88
화양시장,방배역,202310,증가,21.8
화양시장,방배역,202311,증가,20
화양시장,방배역,202312,증가,20.27
화양시장,방배역,202401,증가,24.13
화양시장,방배역,202402,증가,23.08
건대입구,서면역,202306,감소,109.7
건대입구,서면역,202307,감소,106.24
건대입구,서면역,202308,감소,108.82
건대입구,서면역,202309,감소,111.78
건대입구,서면역,202312,감소,115.32
건대입구,서면역,202401,감소,130.93
건대입구,서면역,202402,감소,131.73
건대입구,서면역,202403,감소,141.52
건대입구,서면역,202404,감소,148.64
금남시장,서면역,202306,감소,84.8
금남시장,서면역,202307,감소,79
금남시장,서면역,202308,감소,79.07
금남시장,서면역,202309,감소,77.46
금남시장,서면역,202310,감소,58.57
금남시장,서면역,202311,감소,58.63
금남시장,서면역,202312,감소,67.25
금남시장,서면역,202401,감소,79.17
금남시장,서면역,202402,감소,93.47
금남시장,서면역,202403,감소,108.13
금남시장,서면역,202404,감소,119.56
금남시장,서면역,202405,감소,127.06
금남시장,서면역,202406,감소,131.18
금남시장,서면역,202407,감소,137.56
답십리,서면역,202306,감소,92.77
답십리,서면역,202307,감소,88.17
답십리,서면역,202308,감소,88.44
답십리,서면역,202309,감소,87.38
답십리,서면역,202310,감소,70.66
답십리,서면역,202311,감소,69.12
답십리,서면역,202312,감소,77
답십리,서면역,202401,감소,87.63
답십리,서면역,202402,감소,100.12
답십리,서면역,202403,감소,113.39
답십리,서면역,202404,감소,122.62
답십리,서면역,202405,감소,129.01
답십리,서면역,202406,감소,132.21
답십리,서면역,202407,감소,137.97
동대문역사문화공원역,서면역,202306,감소,87.78
동대문역사문화공원역,서면역,202307,감소,82.36
동대문역사문화공원역,서면역,202308,감소,81.93
동대문역사문화공원역,서면역,202401,감소,84.95
동대문역사문화공원역,서면역,202402,감소,98.39
동대문역사문화공원역,서면역,202403,감소,114.27
동대문역사문화공원역,서면역,202404,감소,127.07
동대문역사문화공원역,서면역,202405,감소,134.4
동대문역사문화공원역,서면역,202406,감소,139.09
뚝섬,서면역,202306,감소,77.01
뚝섬,서면역,202307,감소,72.74
뚝섬,서면역,202308,감소,75.71
뚝섬,서면역,202309,감소,75.62
뚝섬,서면역,202310,감소,59.33
뚝섬,서면역,202311,감소,59.08
뚝섬,서면역,202312,감소,66.25
뚝섬,서면역,202401,감소,78.17
